panel,odor,fly_id,glomerulus,delta_f_over_f,roi_depth_um,zscore_scaled_delta_f_over_f,maxabs_scaled_delta_f_over_f,to-avg-max_scaled_delta_f_over_f,split-minmax_scaled_delta_f_over_f,split-minmax-to-avg_scaled_delta_f_over_f,delta_spike_rate,date,fly_num
megamat,va @ -3,9,VC4,0.07377468607762211,55.0,-0.25410251731365313,0.04669486867882,0.11091270604652126,0.046520976220730134,0.1104996653070668,11,2023-06-22,1
megamat,aa @ -3,3,VM2,-0.0014087214097367265,30.0,-0.7242000875738113,-0.0008060267821961766,-0.0019145275292293013,-0.0023344035259759144,-0.0008822792674451893,10,2023-04-26,2
megamat,aa @ -3,4,VM2,0.030248275113947665,40.0,-0.6133952274117309,0.013693992747171842,0.032526867194278754,0.013537437912891363,0.03215500791282009,10,2023-04-26,3
megamat,aa @ -3,5,VM2,0.323849707271453,50.0,0.17668921770936372,0.11836984093202131,0.28115978786383705,0.11833863766155553,0.28108567181505517,10,2023-05-08,1
megamat,aa @ -3,6,VM2,0.0750306917744294,40.0,-0.40096111563327663,0.038099501748008545,0.09049642835407543,0.03795651261035107,0.09015679120246603,10,2023-05-08,3
megamat,aa @ -3,7,VM2,0.09288004714028157,40.0,-0.40142193023946054,0.029950115169893095,0.0711394723635778,0.029791975892551656,0.07076384960933423,10,2023-05-09,1
megamat,aa @ -3,8,VM2,0.19586586585951862,40.0,-0.08509128669244517,0.07273717114519204,0.17277008609602243,0.0722722291251431,0.1716657254016373,10,2023-05-10,1
megamat,aa @ -3,9,VM2,0.022792527055145975,40.0,-0.5198905653323178,0.014426277010229431,0.03426623666910586,0.01424649843599481,0.03383921484161774,10,2023-06-22,1
megamat,va @ -3,3,VM2,0.09406674318968124,30.0,-0.21553798454979825,0.05382207851801074,0.12784172099382302,0.053663479357402455,0.12746500589476653,7,2023-04-26,2
megamat,va @ -3,4,VM2,0.22281654744189472,40.0,0.2163863116723602,0.10087346049071828,0.2396012407328424,0.10073074351915474,0.23926225004793966,7,2023-04-26,3
megamat,va @ -3,5,VM2,0.1634070122852206,50.0,-0.2787301368755149,0.059726662143206544,0.14186667419484772,0.05969338333239097,0.14178762818688156,7,2023-05-08,1
megamat,va @ -3,6,VM2,0.06756035648375548,40.0,-0.4302898540887511,0.0343061733681916,0.0814862666932204,0.034162620341904405,0.08114529015645798,7,2023-05-08,3
megamat,va @ -3,7,VM2,0.09130505519383415,40.0,-0.4072559114486253,0.029442243009616207,0.06993314119238526,0.029284020938041534,0.06955732177986397,7,2023-05-09,1
megamat,va @ -3,8,VM2,0.2405742759773872,40.0,0.040935472389843026,0.0893401829262507,0.2122066455566716,0.08888356587901007,0.2111220588821747,7,2023-05-10,1
megamat,va @ -3,9,VM2,0.08730331641968163,40.0,-0.18357297678562554,0.05525766509061505,0.13125162011200633,0.0550853345728392,0.13084228939534054,7,2023-06-22,1
megamat,aa @ -3,3,VM3,0.04215936617238992,60.0,-0.4920835417445698,0.024122284236251186,0.05729682717534888,0.02395870677046753,0.05690828728024631,9,2023-04-26,2
megamat,aa @ -3,4,VM3,0.0016741826203337175,60.0,-0.7365217121677617,0.0007579356037303313,0.0018002982168545036,0.0005993274490123384,0.0014235617544003925,9,2023-04-26,3
megamat,aa @ -3,5,VM3,0.12486289084635845,60.0,-0.3881382898003587,0.04563845572788211,0.10840344491341825,0.04560467829742357,0.10832321455146512,9,2023-05-08,1
megamat,aa @ -3,6,VM3,0.030744209598427944,60.0,-0.5748310427936415,0.015611465650056035,0.03708137424070779,0.01546513360437938,0.03673379679533674,9,2023-05-08,3
